rider_id,months_on_zypp,days_worked_per_month,deliveries_per_month,monthly_earnings_inr,earnings_volatility,work_consistency,ev_usage_hours_per_month,missed_payments,on_time_payment_rate,rental_months_completed,loan_amount_inr,loan_term_months,monthly_emi_inr,work_score_rule_based,loan_repaid
R104049,19,25,541,10599,0.439,0.777,130.0,1,0.843,15,81000,18,5040,64.3,0
R104050,14,18,350,8000,0.382,0.591,93.3,2,0.753,10,85000,24,3967,54.0,0
R104051,24,22,504,10037,0.199,1.0,143.4,2,0.905,12,78000,36,2427,85.3,0
R104052,6,28,696,24748,0.141,0.886,162.6,0,0.847,4,75000,24,3500,78.9,1
R104053,6,23,602,22926,0.355,0.856,140.5,0,0.955,4,79000,30,2949,65.5,1
R104054,4,22,551,17985,0.098,0.856,141.8,3,0.833,3,65000,36,2022,75.3,0
R104055,10,28,664,20483,0.205,0.872,143.2,0,0.964,5,78000,30,2912,77.7,1
R104056,6,16,395,11719,0.28,0.681,105.3,2,0.758,5,69000,30,2576,57.7,0
R104057,20,18,393,10460,0.31,0.865,119.2,2,0.837,9,83000,18,5164,70.2,1
R104058,4,18,294,8000,0.358,0.68,102.5,3,0.715,2,93000,30,3472,49.1,1
R104059,23,26,525,18770,0.157,0.819,134.3,1,0.897,14,59000,18,3671,82.8,1
R104060,5,23,352,10283,0.329,0.82,102.8,1,0.781,3,83000,24,3873,57.3,0
R104061,21,24,504,11440,0.339,0.693,137.1,1,0.855,12,81000,18,5040,68.0,0
R104062,7,18,433,12710,0.25,0.801,143.6,1,0.899,5,71000,36,2209,65.1,0
R104063,17,21,553,14837,0.291,0.896,124.9,1,0.846,10,80000,36,2489,74.2,0
R104064,11,10,163,8000,0.529,0.553,68.3,3,0.655,5,90000,24,4200,37.6,0
R104065,17,12,181,8000,0.356,0.743,93.5,2,0.857,9,83000,30,3099,57.5,0
R104066,2,25,637,23585,0.308,0.988,170.6,0,0.95,1,47000,18,2924,69.5,1
R104067,9,25,649,14706,0.251,0.895,110.8,1,0.917,5,40000,24,1867,74.1,1
R104068,22,21,449,11236,0.358,0.784,119.6,2,0.85,12,58000,24,2707,68.4,0
R104069,10,25,578,24283,0.378,0.84,153.1,2,0.919,6,105000,18,6533,65.1,0
R104070,6,19,339,10016,0.298,0.752,116.4,1,0.879,3,99000,30,3696,58.6,0
R104071,3,21,478,11846,0.418,0.687,105.7,2,0.772,2,81000,24,3780,51.2,0
R104072,6,21,553,20464,0.16,0.862,133.6,1,0.824,5,53000,24,2473,72.9,1
R104073,24,26,671,21794,0.106,0.871,128.8,0,0.984,19,89000,24,4153,92.0,1
R104074,15,17,312,14059,0.411,0.779,112.0,3,0.723,8,59000,24,2753,56.2,0
R104075,17,24,686,16556,0.18,0.882,137.2,0,1.0,14,52000,24,2427,84.8,1
R104076,8,24,587,17854,0.262,0.954,119.0,0,0.965,7,76000,12,7093,73.7,0
R104077,8,15,293,8133,0.44,0.778,95.9,3,0.679,6,76000,24,3547,49.4,0
R104078,17,23,504,15046,0.216,0.778,138.7,1,0.844,11,82000,36,2551,74.1,0
R104079,20,21,354,8000,0.476,0.871,116.1,2,0.83,9,77000,24,3593,60.8,1
R104080,7,26,548,10465,0.176,0.91,151.7,1,0.854,5,79000,36,2458,74.4,1
R104081,15,21,564,16291,0.275,0.739,140.3,1,0.898,11,68000,18,4231,70.6,0
R104082,13,19,286,10219,0.476,0.527,71.1,3,0.675,11,77000,24,3593,44.4,0
R104083,3,19,555,11926,0.259,0.805,152.2,0,0.94,2,85000,12,7933,66.0,1
R104084,13,21,602,13229,0.397,0.712,118.2,2,0.727,8,94000,24,4387,61.3,0
R104085,10,19,375,9184,0.345,0.728,85.8,2,0.764,5,79000,36,2458,57.7,0
R104086,4,18,371,9369,0.274,0.761,98.9,1,0.831,3,68000,24,3173,58.7,0
R104087,16,26,710,20670,0.297,0.798,126.9,1,0.842,14,81000,30,3024,74.9,1
R104088,5,29,769,23181,0.267,0.901,135.7,0,0.857,2,95000,12,8867,73.4,1
R104089,6,19,462,9464,0.213,0.864,118.0,2,0.806,6,94000,24,4387,68.3,1
R104090,49,27,506,17441,0.301,0.848,150.2,1,0.831,26,61000,36,1898,75.5,0
R104091,6,19,295,8000,0.19,0.86,158.8,0,0.894,4,95000,24,4433,65.9,0
R104092,8,19,328,10615,0.283,0.669,123.3,2,0.729,7,75000,24,3500,56.8,0
R104093,3,14,302,10742,0.384,0.711,130.7,1,0.849,2,68000,36,2116,49.7,0
R104094,33,20,314,8000,0.373,0.575,92.0,2,0.75,31,67000,30,2501,59.3,0
R104095,25,17,361,16248,0.294,0.814,140.1,2,0.833,24,56000,24,2613,71.4,0
R104096,2,20,405,8529,0.228,0.939,139.8,0,0.919,1,88000,24,4107,66.0,0
R104097,45,26,685,20499,0.259,0.924,135.7,0,0.921,40,87000,24,4060,85.0,1
R104098,30,22,507,11556,0.344,0.771,114.0,2,0.76,17,67000,24,3127,70.7,0
R104099,12,24,609,16405,0.199,0.921,183.6,0,0.968,11,69000,18,4293,79.0,1
R104100,5,20,426,8000,0.29,0.663,104.6,2,0.747,3,91000,24,4247,57.1,0
R104101,24,26,569,15814,0.334,0.712,131.1,2,0.747,16,64000,36,1991,71.0,0
R104102,17,20,552,9177,0.276,0.846,118.4,1,0.874,9,104000,18,6471,74.1,1
R104103,36,17,425,9951,0.392,0.727,118.1,1,0.774,26,91000,24,4247,65.1,0
R104104,34,26,649,21882,0.351,0.709,139.6,1,0.827,32,84000,30,3136,73.0,1
R104105,11,20,421,12842,0.299,0.678,119.8,3,0.805,8,67000,24,3127,60.6,0
R104106,12,25,674,25045,0.392,0.838,111.1,1,0.776,10,45000,24,2100,66.6,0
R104107,5,19,411,13205,0.194,0.834,121.2,1,0.857,4,92000,30,3435,66.9,1
R104108,6,19,310,14065,0.247,0.881,125.9,0,0.923,3,92000,36,2862,63.7,1
R104109,10,16,378,9071,0.411,0.693,109.8,3,0.737,4,103000,24,4807,52.7,0
R104110,16,25,627,17477,0.352,0.745,157.9,1,0.885,12,64000,36,1991,69.0,1
R104111,36,28,871,30114,0.259,0.887,140.3,0,0.895,20,49000,36,1524,86.7,1
R104112,6,28,705,15864,0.31,0.895,179.7,1,0.894,3,87000,18,5413,70.4,0
R104113,10,25,693,18945,0.283,0.752,134.9,2,0.83,8,111000,30,4144,69.9,1
R104114,19,24,354,15341,0.278,0.815,130.0,2,0.85,15,82000,24,3827,69.0,0
R104115,12,24,600,18255,0.28,0.89,185.8,0,0.987,8,86000,24,4013,73.9,1
R104116,15,13,371,8000,0.184,0.736,108.2,2,0.744,13,65000,36,2022,69.2,0
R104117,11,19,338,10693,0.287,0.849,164.9,1,0.888,9,59000,24,2753,64.6,1
R104118,4,18,421,10043,0.238,0.816,131.7,1,0.834,3,84000,24,3920,63.5,1
R104119,23,13,289,8000,0.351,0.874,103.2,2,0.736,15,61000,18,3796,66.7,0
R104120,16,16,299,16834,0.483,0.787,117.0,1,0.846,12,53000,24,2473,54.1,1
R104121,7,13,283,8000,0.456,0.635,64.7,2,0.746,5,103000,30,3845,45.0,0
R104122,9,28,590,18584,0.158,0.949,138.3,1,0.886,5,66000,36,2053,78.9,0
R104123,6,25,548,16056,0.102,0.85,126.9,0,0.945,6,70000,24,3267,77.3,1
R104124,17,20,366,8000,0.375,0.654,80.9,3,0.617,13,40000,30,1493,56.7,0
R104125,3,20,404,11271,0.3,0.882,149.6,0,0.951,2,78000,24,3640,61.8,1
R104126,6,26,611,18511,0.175,0.891,140.2,0,0.966,4,58000,30,2165,76.1,1
R104127,8,22,552,16999,0.359,0.674,138.0,2,0.739,5,94000,24,4387,58.5,0
R104128,8,23,599,10956,0.194,0.882,123.1,0,0.923,7,72000,30,2688,75.5,1
R104129,5,19,408,14397,0.263,0.742,94.1,1,0.813,3,77000,36,2396,60.3,1
R104130,11,28,813,19486,0.359,0.94,152.2,0,0.897,9,44000,30,1643,74.6,1
R104131,3,25,647,20384,0.214,0.938,146.0,0,0.996,1,78000,18,4853,74.2,1
R104132,17,29,752,24450,0.246,0.764,115.9,0,0.986,12,92000,18,5724,79.7,1
R104133,28,20,595,18983,0.366,0.96,146.5,1,0.889,20,95000,18,5911,77.7,1
R104134,13,30,1000,26624,0.2,0.928,152.6,1,0.928,7,107000,24,4993,84.5,1
R104135,5,26,635,17840,0.248,0.956,130.1,1,0.853,4,85000,30,3173,72.5,0
R104136,16,21,462,16488,0.25,0.847,136.5,1,0.893,14,84000,12,7840,72.7,1
R104137,8,22,607,11384,0.156,0.913,135.4,1,0.866,5,92000,30,3435,77.9,0
R104138,13,12,195,8000,0.434,0.668,109.9,3,0.641,7,61000,18,3796,47.7,0
R104139,11,21,605,13866,0.259,0.84,147.6,1,0.957,9,83000,24,3873,73.3,1
R104140,18,18,394,10045,0.258,0.895,140.2,1,0.951,17,80000,36,2489,73.9,1
R104141,13,14,240,8000,0.418,0.712,124.2,2,0.835,12,93000,36,2893,52.6,0
R104142,8,12,196,8000,0.427,0.638,85.5,3,0.755,6,83000,24,3873,45.1,1
R104143,6,24,515,16230,0.325,0.71,124.8,2,0.785,3,59000,18,3671,59.3,1
R104144,9,17,452,11321,0.297,0.804,81.8,1,0.761,7,72000,30,2688,63.1,1
R104145,20,27,674,11715,0.296,0.77,169.1,1,0.845,18,47000,24,2193,75.7,0
R104146,9,26,594,12698,0.232,0.849,136.7,1,0.834,6,73000,36,2271,71.8,0
R104147,15,30,923,22096,0.088,0.952,169.7,1,0.935,7,65000,24,3033,92.2,1
R104148,16,23,584,14427,0.217,0.835,141.9,1,0.822,14,88000,12,8213,76.3,1
R104149,9,24,495,10288,0.324,0.733,119.2,3,0.775,8,120000,18,7467,61.5,0
R104150,9,22,449,12693,0.224,0.985,153.4,0,1.0,8,88000,24,4107,73.8,0
R104151,10,22,331,10712,0.402,0.829,118.3,2,0.67,7,65000,18,4044,55.1,0
R104152,3,30,573,15389,0.372,0.781,139.7,1,0.809,1,89000,24,4153,58.4,0
R104153,14,17,290,8000,0.374,0.833,82.4,2,0.7,13,48000,36,1493,58.5,1
R104154,7,25,513,12184,0.404,0.801,147.7,0,0.823,6,69000,36,2147,58.6,1
R104155,12,21,441,13533,0.338,0.701,136.8,1,0.903,6,80000,36,2489,61.6,1
R104156,7,20,441,13173,0.277,0.817,106.2,2,0.742,6,85000,24,3967,62.8,0
R104157,25,24,526,14000,0.236,0.856,120.6,1,0.895,13,95000,24,4433,80.3,0
R104158,25,15,478,15469,0.237,0.725,115.4,1,0.811,16,99000,24,4620,74.9,0
R104159,16,26,596,11904,0.273,0.879,152.9,0,0.884,12,62000,18,3858,75.4,0
R104160,1,29,700,19142,0.241,0.885,144.9,1,0.909,1,56000,18,3484,71.1,1
R104161,10,21,552,14880,0.3,0.867,143.2,1,0.872,5,80000,18,4978,68.7,1
R104162,18,20,485,18007,0.158,0.767,119.4,1,0.826,17,43000,36,1338,77.0,0
R104163,39,28,821,26790,0.144,0.991,149.9,0,0.947,36,80000,24,3733,95.9,1
R104164,4,21,612,16316,0.178,0.86,123.2,2,0.885,2,42000,24,1960,72.9,0
R104165,1,24,558,21625,0.289,0.819,117.0,3,0.821,1,79000,24,3687,62.5,1
R104166,7,25,728,19988,0.159,0.858,140.4,0,0.911,6,73000,18,4542,79.2,1
R104167,7,29,779,19895,0.244,0.837,99.9,1,0.836,4,81000,36,2520,74.3,1
R104168,16,22,541,18428,0.191,0.801,130.8,1,0.858,14,82000,24,3827,76.1,1
R104169,5,17,380,11104,0.367,0.767,102.8,2,0.765,4,84000,18,5227,54.2,0
R104170,7,21,532,19156,0.458,0.656,88.4,1,0.783,6,93000,30,3472,52.0,0
R104171,8,18,419,9097,0.422,0.696,98.2,2,0.802,6,105000,36,3267,52.6,0
R104172,12,28,666,17831,0.337,0.79,90.0,1,0.87,9,88000,18,5476,69.4,1
R104173,15,26,422,14162,0.435,0.73,116.0,1,0.845,10,49000,18,3049,58.0,1
R104174,6,19,325,10430,0.368,0.686,118.8,1,0.779,4,108000,24,5040,51.8,0
R104175,13,21,503,18542,0.316,0.751,139.9,1,0.807,9,85000,24,3967,64.8,0
R104176,2,24,524,14438,0.08,0.946,190.0,0,0.903,1,73000,24,3407,76.7,1
R104177,26,19,365,13067,0.356,0.824,127.5,1,0.849,21,47000,24,2193,68.7,0
R104178,5,14,378,11936,0.203,0.91,144.2,1,0.895,4,40000,24,1867,68.0,1
R104179,21,30,744,23540,0.229,0.884,127.0,0,0.921,11,81000,36,2520,85.3,0
R104180,7,24,445,11209,0.257,0.968,147.3,0,0.904,4,83000,36,2582,69.2,1
R104181,16,24,456,10182,0.193,0.899,142.1,0,0.937,7,83000,24,3873,77.0,1
R104182,8,28,536,17326,0.337,0.78,86.3,1,0.855,7,85000,36,2644,63.2,0
R104183,18,20,382,8617,0.178,0.8,150.0,1,0.826,14,92000,24,4293,73.7,0
R104184,20,23,529,16931,0.158,0.816,146.0,1,0.893,11,75000,24,3500,81.1,0
R104185,25,18,489,18698,0.39,0.577,101.7,2,0.729,13,52000,24,2427,62.6,0
R104186,14,23,548,9509,0.131,0.746,154.6,1,0.834,11,51000,36,1587,76.7,1
R104187,2,24,671,23625,0.319,0.848,128.7,1,0.906,1,74000,24,3453,65.8,1
R104188,5,28,754,26458,0.213,0.849,124.5,0,0.979,4,74000,24,3453,75.9,1
R104189,25,20,355,10525,0.355,0.776,132.2,3,0.744,15,62000,30,2315,66.2,0
R104190,9,21,644,15571,0.215,0.81,99.4,1,0.837,5,63000,30,2352,73.4,0
R104191,9,19,428,11926,0.259,0.83,128.2,1,0.824,8,101000,18,6284,65.8,0
R104192,16,23,611,17292,0.228,0.655,139.7,1,0.897,15,87000,36,2707,72.9,0
R104193,14,26,431,13293,0.112,0.812,164.9,1,0.827,8,81000,36,2520,76.7,0
R104194,34,20,440,15782,0.42,0.635,113.8,2,0.743,31,84000,36,2613,61.4,1
R104195,10,17,375,10877,0.439,0.68,126.9,4,0.736,9,75000,24,3500,51.2,0
R104196,9,16,336,10813,0.371,0.579,73.4,2,0.723,8,80000,36,2489,50.5,0
R104197,20,25,480,14964,0.277,0.878,139.5,1,0.814,10,67000,24,3127,74.1,0
R104198,17,24,564,22118,0.232,0.958,152.5,2,0.945,15,98000,12,9147,79.8,1
R104199,4,18,350,13866,0.363,0.598,83.7,3,0.72,2,65000,30,2427,48.4,0
R104200,9,20,618,19527,0.273,0.95,120.3,1,0.892,5,86000,24,4013,73.8,0
R104201,35,20,527,16075,0.324,0.617,113.6,1,0.87,25,112000,24,5227,69.5,0
R104202,6,25,687,24462,0.314,0.744,141.0,2,0.888,3,117000,36,3640,65.9,1
R104203,9,20,672,19786,0.228,0.78,105.8,2,0.798,4,96000,36,2987,72.1,1
R104204,30,28,889,27979,0.267,0.858,156.7,1,0.891,25,120000,36,3733,85.5,0
R104205,30,21,368,12176,0.371,0.64,59.6,3,0.662,17,72000,30,2688,61.5,0
R104206,23,24,600,15681,0.205,0.807,132.0,1,0.871,21,96000,30,3584,81.8,1
R104207,8,26,602,13653,0.206,0.975,137.5,0,0.959,7,74000,24,3453,77.5,1
R104208,6,18,424,9116,0.229,0.702,95.3,2,0.69,4,113000,24,5273,61.2,0
R104209,19,27,650,18011,0.256,0.896,147.5,0,1.0,17,94000,24,4387,81.5,0
R104210,26,21,410,13102,0.403,0.648,115.4,2,0.731,24,85000,36,2644,61.8,0
R104211,10,21,496,16681,0.337,0.783,133.8,1,0.871,7,113000,24,5273,63.4,1
R104212,14,23,377,11874,0.08,0.928,152.4,0,0.963,6,40000,24,1867,80.8,1
R104213,6,17,221,8000,0.476,0.554,83.5,3,0.674,3,89000,30,3323,39.1,0
R104214,3,26,645,23278,0.148,0.807,140.4,1,0.889,2,75000,24,3500,73.6,1
R104215,3,26,690,17724,0.254,1.0,155.3,0,0.928,2,68000,24,3173,74.5,1
R104216,10,24,554,22311,0.347,0.796,103.8,2,0.843,6,67000,24,3127,64.5,1
R104217,6,27,559,11268,0.387,0.787,118.1,1,0.832,4,40000,36,1244,59.3,1
R104218,13,23,333,10924,0.33,0.659,103.1,1,0.804,10,79000,12,7373,57.9,1
R104219,6,24,492,8607,0.111,0.843,138.6,2,0.833,4,61000,24,2847,74.1,0
R104220,22,25,535,13928,0.166,0.908,152.4,0,0.94,21,86000,12,8027,84.9,1
R104221,8,23,501,9792,0.3,0.883,132.5,1,0.861,6,63000,24,2940,66.5,0
R104222,9,15,315,11050,0.352,0.575,106.7,2,0.743,5,96000,30,3584,50.8,0
R104223,25,23,671,20013,0.103,0.891,163.1,0,0.937,16,51000,30,1904,92.2,0
R104224,12,26,587,18140,0.324,0.843,121.4,2,0.86,7,103000,24,4807,69.2,0
R104225,13,29,726,19455,0.415,0.851,137.5,1,0.907,8,78000,30,2912,69.1,0
R104226,9,16,428,8000,0.332,0.788,118.7,2,0.821,5,60000,30,2240,60.9,0
R104227,11,25,734,19523,0.332,0.853,123.0,1,0.863,5,94000,24,4387,72.2,0
R104228,4,17,373,8000,0.308,0.811,132.4,3,0.82,3,71000,24,3313,58.6,0
R104229,20,29,561,9875,0.181,0.892,155.7,1,0.855,11,82000,24,3827,81.9,0
R104230,7,22,457,10690,0.194,0.719,126.8,1,0.838,6,76000,36,2364,66.1,0
R104231,4,25,539,16172,0.399,0.689,117.0,3,0.749,3,43000,30,1605,53.7,0
R104232,20,21,415,9439,0.274,0.856,131.5,1,0.873,17,93000,36,2893,72.6,0
R104233,15,22,549,13664,0.226,0.967,151.5,1,0.913,10,73000,30,2725,78.5,1
R104234,16,24,521,11783,0.268,0.699,119.1,1,0.854,7,75000,18,4667,69.1,0
R104235,11,24,699,14806,0.233,0.744,123.0,1,0.824,6,82000,24,3827,72.9,0
R104236,27,25,578,14014,0.269,0.845,137.0,1,0.901,16,55000,18,3422,79.6,1
R104237,7,28,682,17579,0.215,0.945,161.6,0,0.85,4,56000,30,2091,76.2,0
R104238,10,25,527,17283,0.159,0.888,156.4,1,0.955,6,80000,12,7467,77.0,1
R104239,2,25,547,11772,0.21,0.772,147.3,2,0.83,2,80000,18,4978,65.6,1
R104240,1,27,766,25812,0.234,0.732,124.5,1,0.82,1,74000,24,3453,68.2,1
R104241,12,24,441,10728,0.442,0.87,123.4,1,0.77,6,67000,18,4169,59.1,0
R104242,15,17,304,12498,0.254,0.731,112.2,4,0.702,9,43000,12,4013,62.9,1
R104243,12,25,615,14584,0.243,0.824,131.7,1,0.924,6,92000,18,5724,74.0,0
R104244,15,19,416,10505,0.27,0.856,143.0,0,0.946,13,82000,24,3827,70.5,1
R104245,19,21,500,12948,0.433,0.663,102.1,2,0.741,15,76000,36,2364,60.0,0
R104246,10,18,501,9077,0.403,0.881,136.2,1,0.885,5,93000,24,4340,62.6,0
R104247,8,23,567,16399,0.213,0.835,116.4,1,0.809,4,63000,36,1960,71.4,1
R104248,5,23,656,20354,0.25,0.736,113.8,1,0.853,4,85000,18,5289,67.5,0
R104249,13,27,589,9660,0.175,0.823,156.4,2,0.966,12,98000,24,4573,78.1,0
R104250,21,22,495,14595,0.303,0.83,92.7,1,0.824,15,76000,24,3547,72.8,0
R104251,17,30,800,20847,0.132,0.938,140.8,0,0.837,10,78000,30,2912,89.5,0
R104252,34,26,707,20295,0.238,0.847,159.7,1,0.865,31,83000,30,3099,84.2,0
R104253,11,26,641,8874,0.191,0.88,120.4,2,0.776,7,97000,24,4527,76.9,1
R104254,8,18,313,8000,0.257,0.809,123.5,3,0.717,6,80000,30,2987,60.8,1
R104255,10,23,571,19091,0.163,0.827,145.4,0,0.901,5,107000,36,3329,75.6,0
R104256,18,20,634,18253,0.155,0.763,147.1,1,0.835,16,76000,18,4729,80.4,0
R104257,15,22,609,16468,0.223,0.904,144.7,0,1.0,14,51000,18,3173,79.5,1
R104258,7,25,615,17841,0.196,0.817,140.6,0,0.915,5,84000,30,3136,73.1,1
R104259,13,17,330,8503,0.412,0.686,99.5,2,0.74,11,87000,36,2707,53.2,0
R104260,6,26,648,18492,0.108,0.826,146.9,0,0.889,4,88000,24,4107,78.2,1
R104261,15,22,573,14437,0.239,0.994,136.0,0,0.903,12,73000,24,3407,79.1,0
R104262,2,12,199,8000,0.478,0.437,57.6,3,0.608,1,56000,24,2613,32.5,0
R104263,3,28,714,14060,0.335,0.845,133.2,1,0.851,2,54000,24,2520,66.0,0
R104264,4,21,422,10630,0.464,0.758,94.2,1,0.838,2,65000,24,3033,50.0,0
R104265,5,24,504,12577,0.271,0.817,139.9,1,0.857,4,40000,24,1867,64.8,1
R104266,14,20,477,9651,0.405,0.698,115.0,3,0.717,7,95000,24,4433,58.1,0
R104267,17,22,408,10758,0.348,0.699,99.3,2,0.799,16,71000,24,3313,62.4,1
R104268,10,26,553,15441,0.22,1.0,149.4,2,0.948,5,104000,18,6471,77.4,0
R104269,4,24,741,23175,0.183,0.921,153.4,0,0.999,2,100000,24,4667,78.5,1
R104270,20,20,441,11266,0.294,0.799,109.2,1,0.906,12,80000,30,2987,71.2,1
R104271,10,20,356,10822,0.268,0.865,93.7,1,0.824,5,112000,18,6969,65.0,1
R104272,23,20,368,8279,0.31,0.833,137.8,2,0.832,21,80000,36,2489,70.3,0
R104273,11,25,552,19323,0.293,0.905,141.7,1,0.851,7,93000,36,2893,70.7,0
R104274,3,30,852,25768,0.213,0.853,119.4,1,0.943,2,96000,24,4480,75.5,1
R104275,6,18,358,9849,0.367,0.624,102.5,2,0.837,6,74000,30,2763,51.5,0
R104276,2,22,625,12012,0.333,1.0,147.6,2,0.914,2,67000,24,3127,67.9,0
R104277,1,19,474,8000,0.249,0.87,128.0,1,0.934,1,69000,36,2147,64.8,1
R104278,8,27,481,14081,0.347,0.756,109.7,1,0.808,5,117000,18,7280,59.9,0
R104279,11,27,527,14616,0.224,0.795,138.6,1,0.873,5,78000,36,2427,71.3,1
R104280,23,20,486,18614,0.327,0.789,117.2,1,0.894,14,87000,30,3248,72.3,0
R104281,14,22,350,13010,0.361,0.901,121.9,1,0.857,11,47000,12,4387,63.8,0
R104282,18,28,642,11347,0.31,0.787,118.8,1,0.822,9,87000,30,3248,73.1,0
R104283,7,22,563,16529,0.342,0.911,133.3,1,0.915,6,92000,24,4293,66.7,1
R104284,4,26,475,8149,0.335,0.808,159.6,1,0.866,3,76000,36,2364,59.7,1
R104285,11,22,621,21307,0.199,0.826,132.3,1,0.829,6,57000,24,2660,75.2,0
R104286,7,24,452,11992,0.153,0.879,154.2,0,0.895,4,70000,24,3267,72.9,1
R104287,17,13,350,8622,0.387,0.793,118.3,1,0.844,15,69000,36,2147,61.4,0
R104288,7,26,690,14716,0.111,0.854,182.1,1,0.928,6,50000,18,3111,80.9,1
R104289,14,19,376,9720,0.333,0.904,104.9,1,0.861,10,74000,12,6907,66.1,1
R104290,30,25,633,17199,0.339,0.883,110.7,1,0.903,17,78000,18,4853,78.3,1
R104291,16,26,492,19209,0.196,0.947,126.2,0,0.921,8,55000,18,3422,79.3,1
R104292,24,25,429,12602,0.195,0.878,128.7,0,0.898,21,85000,30,3173,80.6,1
R104293,3,25,687,18352,0.199,0.824,129.9,1,0.944,3,81000,24,3780,72.7,1
R104294,4,16,358,13197,0.292,0.85,125.8,2,0.844,2,101000,24,4713,59.7,0
R104295,12,26,667,13907,0.193,0.956,186.5,0,1.0,11,53000,18,3298,81.9,1
R104296,16,16,338,10970,0.441,0.688,115.7,2,0.814,11,82000,36,2551,55.0,0
R104297,14,21,436,13261,0.246,0.853,148.1,0,0.97,11,83000,12,7747,71.8,1
R104298,6,23,517,10969,0.337,0.928,143.5,0,0.878,4,73000,18,4542,64.9,0
R104299,16,25,659,21053,0.296,0.975,165.7,0,0.92,11,91000,36,2831,78.4,1
R104300,12,25,506,14364,0.314,0.793,109.4,2,0.874,6,57000,36,1773,66.5,0
R104301,7,26,609,8000,0.159,0.874,155.0,1,0.853,5,114000,24,5320,76.1,0
R104302,23,21,535,12069,0.347,0.837,123.7,1,0.866,11,65000,30,2427,73.4,0
R104303,16,26,647,15029,0.129,0.992,162.1,0,0.959,12,94000,30,3509,88.1,1
R104304,21,23,540,13145,0.326,0.712,102.0,2,0.741,15,82000,30,3061,69.0,0
R104305,12,30,887,25638,0.149,0.902,154.7,0,0.896,8,57000,30,2128,85.1,0
R104306,15,24,687,17903,0.233,0.849,155.1,0,0.976,10,99000,24,4620,79.4,1
R104307,14,19,397,17280,0.308,0.76,116.6,2,0.769,8,71000,36,2209,63.1,1
R104308,3,23,510,17711,0.092,0.901,157.1,0,1.0,2,82000,12,7653,76.2,1
R104309,11,23,564,14954,0.528,0.729,115.6,1,0.839,8,54000,24,2520,53.7,0
R104310,13,30,645,19969,0.174,0.824,139.4,1,0.881,11,73000,24,3407,78.8,1
R104311,19,21,563,21458,0.369,0.911,128.1,1,0.853,17,80000,24,3733,72.0,1
R104312,6,23,672,19914,0.414,0.747,117.6,2,0.761,5,57000,24,2660,59.0,0
R104313,11,25,534,12285,0.314,0.91,147.5,1,0.922,10,73000,30,2725,69.9,0
R104314,22,18,326,12897,0.346,0.647,130.4,2,0.787,19,64000,24,2987,62.1,1
R104315,9,21,623,16267,0.177,0.83,147.9,1,0.867,8,68000,30,2539,75.4,0
R104316,3,30,769,20068,0.22,0.903,172.1,0,0.968,3,89000,18,5538,76.0,1
R104317,16,24,615,13728,0.379,0.954,111.0,1,0.863,8,71000,18,4418,72.2,0
R104318,12,26,653,19400,0.296,0.851,150.9,1,0.874,6,82000,24,3827,72.3,1
R104319,2,24,579,17477,0.231,0.833,148.2,1,0.894,1,76000,30,2837,67.8,1
R104320,9,26,595,11369,0.319,0.932,138.5,1,0.891,5,77000,30,2875,70.4,0
R104321,11,13,264,8000,0.471,0.665,77.2,2,0.728,8,75000,36,2333,46.6,0
R104322,9,22,312,12165,0.33,0.823,125.5,4,0.733,7,97000,24,4527,58.1,1
R104323,11,21,375,8613,0.34,0.778,140.2,1,0.739,6,94000,24,4387,59.5,1
R104324,12,16,427,12953,0.335,0.813,93.1,2,0.75,11,96000,30,3584,62.6,0
R104325,13,20,352,8000,0.164,0.842,130.7,2,0.905,6,82000,36,2551,72.3,0
R104326,10,30,783,18136,0.43,0.861,112.5,2,0.809,6,55000,24,2567,66.9,1
R104327,17,18,390,8584,0.39,0.763,101.4,2,0.813,8,79000,18,4916,61.4,0
R104328,17,23,545,9050,0.096,0.809,117.8,1,0.827,14,94000,36,2924,81.8,1
R104329,7,18,457,12201,0.358,0.71,123.8,2,0.869,4,78000,36,2427,57.5,0
R104330,26,25,601,13715,0.301,0.921,161.7,0,0.94,20,86000,24,4013,80.8,1
R104331,6,15,248,8000,0.402,0.702,97.3,2,0.788,5,86000,12,8027,48.7,0
R104332,13,21,451,9956,0.421,0.683,98.7,1,0.864,7,69000,24,3220,56.9,0
R104333,13,22,649,20189,0.276,0.883,141.7,0,0.889,11,81000,36,2520,75.1,1
R104334,4,24,644,19250,0.256,0.727,121.0,1,0.877,4,64000,24,2987,66.4,1
R104335,3,12,311,8000,0.426,0.671,74.5,2,0.726,3,101000,12,9427,45.8,0
R104336,7,17,377,11017,0.469,0.703,110.3,2,0.806,4,71000,36,2209,49.1,0
R104337,16,25,618,16326,0.395,0.771,107.3,2,0.76,15,68000,30,2539,65.6,0
R104338,1,30,753,22657,0.138,0.842,168.3,0,0.967,1,111000,30,4144,77.1,1
R104339,8,21,424,14832,0.401,0.703,133.4,1,0.831,5,40000,24,1867,54.7,1
R104340,4,15,349,8000,0.386,0.65,106.7,2,0.707,3,49000,24,2287,48.5,0
R104341,18,23,447,13639,0.253,0.91,129.7,3,0.843,17,57000,24,2660,74.8,0
R104342,8,28,583,19281,0.298,0.841,146.8,1,0.79,5,82000,24,3827,67.0,1
